1	1
11	3583
13	320
15	33
17	16
19	17
21	18
23	23
25	20
27	17
29	20
3	23
31	15
33	13
35	17
37	17
39	13
41	13
43	15
45	14
47	13
49	17
5	401
51	15
53	36
55	447
57	370
59	5328
61	55621
63	54450
65	53539
67	52518
69	51648
7	6571
71	50748
73	49970
75	49151
77	48448
79	47826
81	47204
83	3
85	1
87	2
9	99288
